NOPD_Item,Type,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location
A0500326,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3669177,550665,2026-01-06T01:57:35.650000,,2026-01-06T01:57:35.650000,2026-01-06T02:30:21.307000,NAT,Necessary Action Taken,Y,3J01,Vicksburg St & Lane St,70124,3,POINT (-90.10633205 30.00850738)
A0376826,103M,MENTAL PATIENT,2C,103M,MENTAL PATIENT,2C,37369000,3513814,2026-01-04T20:32:09.590000,2026-01-04T20:36:33.207000,2026-01-04T20:42:01.820000,2026-01-04T21:38:49.347000,NAT,Necessary Action Taken,N,8G03,010XX St Charles Av,70130,8,POINT (0 0)
A0376926,94S,SHOTSPOTTER- REPORTED GUNSHOTS,2B,94S,SHOTSPOTTER- REPORTED GUNSHOTS,2B,3690602,540060,2026-01-04T20:32:22.553000,2026-01-04T20:41:32.150000,2026-01-04T20:47:47.060000,2026-01-04T21:00:29.400000,NAT,Necessary Action Taken,N,5M03,Approx Loc:2204 Louisa St,70117,5,POINT (-90.0390219 29.97869992)
A0377026,94S,SHOTSPOTTER- REPORTED GUNSHOTS,2B,94S,SHOTSPOTTER- REPORTED GUNSHOTS,2B,3690637,540052,2026-01-04T20:32:46.657000,,,2026-01-04T20:36:03.380000,DUP,DUPLICATE,N,5M03,Approx Loc:2207 Louisa St,70117,5,POINT (-90.03891388 29.97867771)
A0377126,94S,SHOTSPOTTER- REPORTED GUNSHOTS,2B,94S,SHOTSPOTTER- REPORTED GUNSHOTS,2B,3690632,540124,2026-01-04T20:32:51.870000,,,2026-01-04T20:36:54.440000,DUP,DUPLICATE,N,5M03,Approx Loc:2215 Louisa St,70117,5,POINT (-90.03892741 29.97887487)
A0377226,94S,SHOTSPOTTER- REPORTED GUNSHOTS,2B,94S,SHOTSPOTTER- REPORTED GUNSHOTS,2B,3690631,540140,2026-01-04T20:33:03.423000,,,2026-01-04T20:37:07.003000,DUP,DUPLICATE,N,5M03,Approx Loc:2214 Louisa St,70117,5,POINT (-90.03892953 29.97891771)
A0500426,62A,"BURGLAR ALARM, SILENT",2C,62A,"BURGLAR ALARM, SILENT",2C,3677089,537653,2026-01-06T01:59:31.860000,2026-01-06T02:00:11.137000,2026-01-06T02:05:22.913000,2026-01-06T02:15:36.540000,NAT,Necessary Action Taken,N,1N03,009XX N Broad St,70119,1,POINT (-90.08178491 29.97249258)
A0377426,103,DISTURBANCE (OTHER),1C,103,DISTURBANCE (OTHER),1C,3681383,526393,2026-01-04T20:34:29.767000,,2026-01-04T20:34:29.767000,2026-01-04T20:44:40.173000,NAT,Necessary Action Taken,Y,8G01,009XX Poeyfarre St,70130,8,POINT (-90.06861587 29.94140279)
A0500526,22B,BUSINESS CHECK,1F,22B,BUSINESS CHECK,1F,3698860,519359,2026-01-06T02:00:17.563000,,2026-01-06T02:00:17.563000,2026-01-06T02:37:29.557000,NAT,Necessary Action Taken,Y,4D01,041XX General De Gaulle Dr,70131,4,POINT (-90.01369339 29.92152099)
A0377626,100I,HIT & RUN WITH INJURIES,1B,20I,AUTO ACCIDENT WITH INJURY,2C,3680577,519810,2026-01-04T20:38:22.967000,2026-01-04T23:36:29.990000,2026-01-04T23:37:03.173000,2026-01-04T23:48:08.200000,RTF,REPORT TO FOLLOW,N,6A02,Tchoupitoulas St & Jackson Av,70130,6,POINT (-90.07138987 29.92332715)
A0500626,21,COMPLAINT OTHER,2,21,COMPLAINT OTHER,1J,3715806,570363,2026-01-06T02:01:02.633000,2026-01-06T02:04:03.070000,2026-01-06T02:14:06.723000,2026-01-06T02:53:29.587000,NAT,Necessary Action Taken,N,7K06,XX Winners Cir,70128,7,POINT (-89.95827103 30.06121308)
A0377826,62A,"BURGLAR ALARM, SILENT",2C,62A,"BURGLAR ALARM, SILENT",2C,3664684,520758,2026-01-04T20:41:55.323000,2026-01-04T21:23:59.753000,2026-01-04T21:36:43.570000,2026-01-04T21:46:36.173000,NAT,Necessary Action Taken,N,2E02,012XX Webster St,70118,2,POINT (-90.12152659 29.92640533)
A0377926,18,TRAFFIC INCIDENT,1J,18,TRAFFIC INCIDENT,1J,3668102,543871,2026-01-04T20:44:23.330000,,2026-01-04T20:44:23.330000,2026-01-04T21:56:56.117000,NAT,Necessary Action Taken,Y,3E01,Canal Blvd & Navarre Av,70124,3,POINT (-90.1099599 29.9898592)
A0378026,24,MEDICAL,1,NOPD,INCIDENT REQUESTED BY ANOTHER AGENCY,2A,37369000,3513814,2026-01-04T20:44:25.643000,2026-01-04T23:22:23.660000,2026-01-04T23:28:01.893000,2026-01-04T23:48:15.730000,NAT,Necessary Action Taken,N,6J01,028XX Josephine St,70113,6,POINT (0 0)
A0378126,63,PROWLER,2E,63,PROWLER,2E,3681803,521112,2026-01-04T20:48:21.847000,,2026-01-04T20:48:21.847000,2026-01-04T22:26:52.307000,RTF,REPORT TO FOLLOW,Y,6B07,018XX Tchoupitoulas St,70130,6,POINT (-90.06747499 29.92686953)
A0378226,22B,BUSINESS CHECK,1K,22B,BUSINESS CHECK,1K,3670216,548980,2026-01-04T20:48:26.160000,,2026-01-04T20:48:26.160000,2026-01-04T21:00:37.417000,NAT,Necessary Action Taken,Y,3I04,009XX Harrison Av,70124,3,POINT (-90.10310803 30.00384315)
A0500726,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3669786,527499,2026-01-06T02:02:37.603000,,2026-01-06T02:02:37.603000,2026-01-06T03:02:54.553000,NAT,Necessary Action Taken,Y,2Q03,S Galvez St & Jena St,70125,2,POINT (-90.10519506 29.94478976)
A0378426,62A,"BURGLAR ALARM, SILENT",2C,62A,"BURGLAR ALARM, SILENT",2C,3698049,519816,2026-01-04T20:48:53.880000,2026-01-04T20:49:50.290000,2026-01-04T20:58:49.213000,2026-01-04T21:07:58.280000,NAT,Necessary Action Taken,N,4J01,039XX General De Gaulle Dr,70114,4,POINT (-90.01623862 29.92280169)
A0500826,103D,DOMESTIC DISTURBANCE,2C,35D,SIMPLE BATTERY DOMESTIC,2C,3698575,532098,2026-01-06T02:05:02.763000,2026-01-06T02:05:48.773000,2026-01-06T02:12:31.177000,2026-01-06T02:31:51.510000,RTF,REPORT TO FOLLOW,N,5E04,059XX Royal St,70117,5,POINT (-90.01413167 29.95655688)
A0378626,103,DISTURBANCE (OTHER),1C,103,DISTURBANCE (OTHER),2D,3697247,536899,2026-01-04T20:58:29.503000,2026-01-04T21:00:45.860000,2026-01-04T21:09:12.013000,2026-01-04T21:32:56.093000,NAT,Necessary Action Taken,N,5I01,018XX Lizardi St,70117,5,POINT (-90.01815032 29.96980113)
A0378726,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3680497,528510,2026-01-04T20:59:11.250000,,2026-01-04T20:59:11.250000,2026-01-04T21:19:42.663000,NAT,Necessary Action Taken,Y,8H01,007XX Girod St,70130,8,POINT (-90.07134162 29.94725071)
A0500926,67A,AUTO THEFT,0,67A,AUTO THEFT,0,3695591,535464,2026-01-06T02:07:59.103000,,,2026-01-06T06:14:35.920000,RTF,REPORT TO FOLLOW,N,5E02,013XX Deslonde St,70117,5,POINT (-90.02343175 29.96590497)
A0378926,62A,"BURGLAR ALARM, SILENT",1B,62A,"BURGLAR ALARM, SILENT",2C,3670256,540952,2026-01-04T21:09:01.333000,2026-01-04T21:19:32.267000,2026-01-04T21:23:41.637000,2026-01-04T21:29:05.210000,NAT,Necessary Action Taken,N,3H01,046XX St Louis St,70119,3,POINT (-90.10325475 29.98176899)
A0379026,94S,SHOTSPOTTER- REPORTED GUNSHOTS,2B,94S,SHOTSPOTTER- REPORTED GUNSHOTS,2B,3699950,535606,2026-01-04T21:12:24.973000,2026-01-04T21:14:50.313000,2026-01-04T21:24:44.677000,2026-01-04T21:34:41.703000,NAT,Necessary Action Taken,N,5I06,Approx Loc:5983 N Derbigny St,70117,5,POINT (-90.00966179 29.96615785)
A0379126,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3671206,554511,2026-01-04T21:16:08.423000,,2026-01-04T21:16:08.423000,2026-01-04T21:36:53.740000,NAT,Necessary Action Taken,Y,3G02,Allen Toussaint Blvd & General Haig St,70124,3,POINT (-90.09979212 30.01902195)
A0379226,22A,AREA CHECK,1K,MISC,MISCELLANEOUS COMPLAINT,1,3666588,549918,2026-01-04T21:17:08.180000,,2026-01-04T21:17:08.180000,2026-01-04T22:12:27.967000,NAT,Necessary Action Taken,Y,3F01,West End Blvd & Fremont St,70124,3,POINT (-90.11453726 30.00653072)
A0379326,21,COMPLAINT OTHER,1J,79,VIOLATION OF PROTECTION ORDER,2E,3681674,533090,2026-01-04T21:17:15.147000,,2026-01-04T21:17:15.147000,2026-01-04T22:08:13.207000,NAT,Necessary Action Taken,Y,8D03,Burgundy St & St Peter St,70112,8,POINT (-90.06746501 29.95980955)
A0379426,21,COMPLAINT OTHER,1J,103M,MENTAL PATIENT,2C,3681369,526961,2026-01-04T21:20:03.457000,2026-01-04T21:31:29.980000,2026-01-04T21:35:57.807000,2026-01-04T21:57:43.220000,NAT,Necessary Action Taken,N,8G01,003XX St Joseph St,70130,8,POINT (-90.06863997 29.94296535)
A0379526,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3680711,527243,2026-01-04T21:21:15.977000,,2026-01-04T21:21:15.977000,2026-01-04T21:38:08.657000,NAT,Necessary Action Taken,Y,8G03,009XX Camp St,70130,8,POINT (-90.07070777 29.9437616)
A0379626,62C,SIMPLE BURGLARY VEHICLE,1B,62C,SIMPLE BURGLARY VEHICLE,2C,3670851,535922,2026-01-04T21:21:18.177000,,2026-01-04T21:41:47.030000,2026-01-04T21:53:35.183000,RTF,REPORT TO FOLLOW,N,1L03,006XX S Cortez St,70119,1,POINT (-90.1015461 29.96791998)
A0379726,103,DISTURBANCE (OTHER),2D,103,DISTURBANCE (OTHER),2D,3681161,531228,2026-01-04T21:21:50.673000,,,2026-01-04T21:28:58.707000,GOA,GONE ON ARRIVAL,N,8D01,Bourbon St & Iberville St,70112,8,POINT (-90.06914795 29.95470371)
A0379826,103,DISTURBANCE (OTHER),2D,103,DISTURBANCE (OTHER),2D,3679277,534784,2026-01-04T21:23:02.730000,2026-01-04T21:25:07.510000,,2026-01-04T21:25:31.190000,NAT,Necessary Action Taken,N,1I01,018XX Magic Walk,70112,1,POINT (-90.07497612 29.96453963)
A0379926,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3675440,536750,2026-01-04T21:24:03.693000,,2026-01-04T21:24:03.693000,2026-01-04T21:47:31.573000,NAT,Necessary Action Taken,Y,1M05,St Louis St & N Dupre St,70119,1,POINT (-90.08702442 29.97005953)
A0380026,21,COMPLAINT OTHER,1J,63,PROWLER,2D,3689154,548406,2026-01-04T21:24:26.610000,,,2026-01-04T21:33:59.870000,VOI,VOID,N,3U01,041XX Iroquois St,70126,3,POINT (-90.04329901 30.00169222)
A0501026,67,THEFT,1,67,THEFT,1G,3684846,537209,2026-01-06T02:09:26.457000,2026-01-06T03:56:47.550000,2026-01-06T04:06:19.797000,2026-01-06T12:00:48.423000,GOA,GONE ON ARRIVAL,N,5A05,013XX Elysian Fields Av,70116,5,POINT (-90.05730309 29.9710386)
A0380226,100,HIT & RUN,1G,20,AUTO ACCIDENT,1C,3673583,532652,2026-01-04T21:27:04.773000,2026-01-04T21:28:22.350000,2026-01-04T21:36:40.260000,2026-01-04T22:57:03.760000,RTF,REPORT TO FOLLOW,N,1G02,Poydras St & S Broad St,70119,1,POINT (-90.09302993 29.95884824)
A0380326,60,AGGRAVATED BURGLARY,2C,60,AGGRAVATED BURGLARY,2C,3724070,561830,2026-01-04T21:27:53.327000,2026-01-04T23:00:14.503000,2026-01-04T23:22:09.127000,2026-01-04T23:36:52.907000,UNF,UNFOUNDED,N,7L01,131XX Chateau Ct,70129,7,POINT (-89.93247961 30.03747548)
A0380426,20I,AUTO ACCIDENT WITH INJURY,2D,20I,AUTO ACCIDENT WITH INJURY,2D,3679080,548542,2026-01-04T21:29:41.253000,2026-01-04T21:37:03.853000,2026-01-04T21:48:25.643000,2026-01-04T22:45:25.790000,RTF,REPORT TO FOLLOW,N,3M04,Harcourt Dr & Sybil St,70122,3,POINT (-90.07512083 30.00237571)
A0501226,21,COMPLAINT OTHER,1J,107,SUSPICIOUS PERSON,2C,3664853,531907,2026-01-06T02:13:04.120000,,2026-01-06T02:13:04.120000,2026-01-06T02:13:20.810000,NAT,Necessary Action Taken,Y,2T01,081XX S Claiborne Av,70118,2,POINT (-90.12062132 29.9570562)
A0501326,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3663485,532694,2026-01-06T02:13:41.073000,,2026-01-06T02:13:41.073000,2026-01-06T03:02:00.153000,NAT,Necessary Action Taken,Y,2K04,S Claiborne Av & Leonidas St,70118,2,POINT (-90.12491383 29.95925953)
A0501426,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3665483,554239,2026-01-06T02:14:41.073000,,2026-01-06T02:14:41.073000,2026-01-06T02:50:53.643000,NAT,Necessary Action Taken,Y,3C01,Hay Pl & Fleur De Lis Dr,70124,3,POINT (-90.11788515 30.01844208)
A0501526,21,COMPLAINT OTHER,1J,NOPD,INCIDENT REQUESTED BY ANOTHER AGENCY,2A,3682409,537827,2026-01-06T02:15:13.780000,2026-01-06T02:16:35.253000,2026-01-06T02:18:33.517000,2026-01-06T02:59:51.387000,NAT,Necessary Action Taken,N,5A02,016XX Blk N Claiborne Av,70116,5,POINT (-90.06497835 29.97281287)
A0380926,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3680442,529750,2026-01-04T21:38:33.463000,,2026-01-04T21:38:33.463000,2026-01-04T21:46:06.557000,NAT,Necessary Action Taken,Y,8I01,004XX Carondelet St,70130,8,POINT (-90.07147196 29.95066208)
A0381026,62A,"BURGLAR ALARM, SILENT",2C,62A,"BURGLAR ALARM, SILENT",2C,3667342,528007,2026-01-04T21:39:46.647000,2026-01-04T22:58:49.230000,2026-01-04T23:10:10.147000,2026-01-04T23:58:03.790000,NAT,Necessary Action Taken,N,2P02,062XX S Claiborne Av,70125,2,POINT (-90.11289166 29.94626038)
A0381126,107,SUSPICIOUS PERSON,2C,107,SUSPICIOUS PERSON,2C,3668816,549460,2026-01-04T21:43:11.253000,,2026-01-04T21:45:51.843000,2026-01-04T22:12:18.903000,GOA,GONE ON ARRIVAL,Y,3J01,063XX Canal Blvd,70124,3,POINT (-90.10751474 30.00520431)
A0381226,21N,NOISE COMPLAINT,1G,103,DISTURBANCE (OTHER),2D,3676101,524014,2026-01-04T21:43:34.610000,,2026-01-04T23:04:09.143000,2026-01-04T23:06:09.307000,NAT,Necessary Action Taken,N,6Q05,024XX Dryades St,70113,6,POINT (-90.08537571 29.93502015)
A0381326,103D,DOMESTIC DISTURBANCE,2C,103,DISTURBANCE (OTHER),2D,3664350,529477,2026-01-04T21:44:05.937000,2026-01-04T21:46:42.537000,2026-01-04T21:51:36.607000,2026-01-04T23:16:06.490000,RTF,REPORT TO FOLLOW,N,2L03,078XX Cohn St,70118,2,POINT (-90.1222913 29.95038887)
A0381426,22A,AREA CHECK,1K,22,DISPERSE SUBJECTS,1H,3673602,537398,2026-01-04T21:47:40.377000,,2026-01-04T21:47:40.377000,2026-01-04T22:54:46.593000,NAT,Necessary Action Taken,Y,1M03,Bienville Av & N Norman C Francis Pkwy,70119,1,POINT (-90.0928068 29.97189785)
A0381626,62A,"BURGLAR ALARM, SILENT",1B,62A,"BURGLAR ALARM, SILENT",2C,3678730,542678,2026-01-04T21:53:35.417000,2026-01-04T23:06:43.993000,2026-01-04T23:13:12.110000,2026-01-04T23:18:05.880000,NAT,Necessary Action Taken,N,3L02,018XX Gentilly Blvd,70119,3,POINT (-90.07642769 29.98626219)
A0381726,35D,SIMPLE BATTERY DOMESTIC,2D,35D,SIMPLE BATTERY DOMESTIC,2D,3678330,540559,2026-01-04T21:53:36.553000,2026-01-04T22:11:31.233000,2026-01-04T22:17:26.023000,2026-01-04T22:31:53.963000,GOA,GONE ON ARRIVAL,N,1C04,016XX Gentilly Blvd,70119,1,POINT (-90.07776607 29.98044845)
A0501626,22A,AREA CHECK,1F,22A,AREA CHECK,1F,3660819,527069,2026-01-06T02:21:42.200000,,2026-01-06T02:21:42.200000,2026-01-06T03:02:41.440000,NAT,Necessary Action Taken,Y,2H01,S Carrollton Av & Hampson St,70118,2,POINT (-90.13351939 29.94386991)
A0501726,103,DISTURBANCE (OTHER),1B,103,DISTURBANCE (OTHER),1C,3672573,528098,2026-01-06T02:22:41.607000,,,2026-01-06T09:47:37.677000,VOI,VOID,N,6K01,034XX 4th St,70125,6,POINT (-90.09637414 29.94635487)
A0382026,103D,DOMESTIC DISTURBANCE,2C,103,DISTURBANCE (OTHER),1C,3668214,534843,2026-01-04T21:59:04.767000,,2026-01-04T21:59:04.767000,2026-01-04T23:01:17.207000,RTF,REPORT TO FOLLOW,Y,2U04,037XX S Carrollton Av,70125,2,POINT (-90.10990788 29.96503195)
A0382126,62A,"BURGLAR ALARM, SILENT",2C,62A,"BURGLAR ALARM, SILENT",2C,3660076,530778,2026-01-04T22:00:20.817000,2026-01-04T22:14:30.357000,2026-01-04T22:20:48.383000,2026-01-04T22:32:26.733000,NAT,Necessary Action Taken,N,2K02,013XX Ferry Pl,70118,2,POINT (-90.13574272 29.95409018)
A0382226,22B,BUSINESS CHECK,1F,22B,BUSINESS CHECK,1F,3696824,520897,2026-01-04T22:01:18.353000,,2026-01-04T22:01:18.353000,2026-01-04T23:00:30.193000,NAT,Necessary Action Taken,Y,4J01,036XX Macarthur Blvd,70114,4,POINT (-90.02006609 29.92581206)
A0382326,18,TRAFFIC INCIDENT,1J,18,TRAFFIC INCIDENT,1J,3668402,545774,2026-01-04T22:01:42.263000,,2026-01-04T22:01:42.263000,2026-01-04T22:24:49.857000,NAT,Necessary Action Taken,Y,3I03,Canal Blvd & I-610 E,70124,3,POINT (-90.10894571 29.9950833)
A0382426,18,TRAFFIC INCIDENT,1J,18,TRAFFIC INCIDENT,1J,3668244,545428,2026-01-04T22:01:45.697000,,2026-01-04T22:01:45.697000,2026-01-04T22:12:29.163000,NAT,Necessary Action Taken,Y,3E01,Canal Blvd & Florida Blvd,70124,3,POINT (-90.10945746 29.9941349)
A0501826,103D,DOMESTIC DISTURBANCE,2C,103,DISTURBANCE (OTHER),2D,3695839,535179,2026-01-06T02:23:01.803000,2026-01-06T02:31:21.583000,2026-01-06T02:35:01.430000,2026-01-06T02:57:03.057000,GOA,GONE ON ARRIVAL,N,5E02,013XX Tennessee St,70117,5,POINT (-90.02265945 29.96511399)
A0382726,21,COMPLAINT OTHER,1J,67A,AUTO THEFT,1D,3694380,523226,2026-01-04T22:02:47.450000,2026-01-04T23:14:58.440000,,2026-01-04T23:41:46.593000,NAT,Necessary Action Taken,N,4I02,019XX Pace Blvd,70114,4,POINT (-90.02769682 29.93229343)
A0382926,21,COMPLAINT OTHER,2,107,SUSPICIOUS PERSON,2D,3681213,530707,2026-01-04T22:05:21.187000,2026-01-04T22:08:18.177000,2026-01-04T22:31:59.383000,2026-01-04T22:39:02.907000,GOA,GONE ON ARRIVAL,N,8C01,Canal St & Royal St,70130,8,POINT (-90.06900334 29.95327069)
A0383026,BUSCK,BUSINESS CHECK,0,BUSCK,BUSINESS CHECK,0,3696824,520897,2026-01-04T22:05:34.643000,,2026-01-04T22:05:34.643000,2026-01-04T22:58:51.003000,NAT,Necessary Action Taken,Y,4J01,036XX Macarthur Blvd,70114,4,POINT (-90.02006609 29.92581206)
A0383126,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3693488,521556,2026-01-04T22:06:46.047000,,2026-01-04T22:06:46.047000,2026-01-04T23:05:56.400000,NAT,Necessary Action Taken,Y,4C03,Idaho St & Amazon St,70114,4,POINT (-90.03057313 29.92772919)
A0383226,103D,DOMESTIC DISTURBANCE,2C,45D,ABDUCTION/CUSTODY DISPUTE DOMESTIC,2F,3669220,535902,2026-01-04T22:07:39.530000,2026-01-04T22:13:42.693000,2026-01-04T22:21:10.357000,2026-01-04T22:57:22.363000,RTF,REPORT TO FOLLOW,N,1K02,040XX S Carrollton Av,70119,1,POINT (-90.10669647 29.96791215)
A0383326,22A,AREA CHECK,1K,MISC,MISCELLANEOUS COMPLAINT,1,3669177,550665,2026-01-04T22:11:00.257000,,2026-01-04T22:11:00.257000,2026-01-04T22:12:05.367000,NAT,Necessary Action Taken,Y,3J01,Vicksburg St & Lane St,70124,3,POINT (-90.10633205 30.00850738)
A0501926,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3667009,547551,2026-01-06T02:23:07.027000,,2026-01-06T02:23:07.027000,2026-01-06T02:23:33.787000,NAT,Necessary Action Taken,Y,3E02,Milne Blvd & Polk St,70124,3,POINT (-90.11328708 30.00000869)
A0502026,58,RETURN FOR ADDITIONAL INFO,1I,58,RETURN FOR ADDITIONAL INFO,1I,3679198,549644,2026-01-06T02:23:41.157000,,2026-01-06T02:23:41.157000,2026-01-06T04:25:35.190000,NAT,Necessary Action Taken,Y,3M04,046XX Paris Av,70122,3,POINT (-90.07470807 30.00540271)
A0383626,103,DISTURBANCE (OTHER),1C,103,DISTURBANCE (OTHER),1C,3673920,532650,2026-01-04T22:25:22.310000,,2026-01-04T22:25:22.310000,2026-01-04T22:57:12.387000,RTF,REPORT TO FOLLOW,Y,1G02,026XX Poydras St,70119,1,POINT (-90.09196438 29.95883166)
A0383726,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3670766,545791,2026-01-04T22:25:48.160000,,2026-01-04T22:25:48.160000,2026-01-04T23:08:04.487000,NAT,Necessary Action Taken,Y,3I04,Kenilworth St & Orleans Av,70124,3,POINT (-90.10147809 29.99505826)
A0383826,21,COMPLAINT OTHER,1F,21,COMPLAINT OTHER,1F,3705644,559518,2026-01-04T22:26:10.913000,2026-01-04T23:29:53.397000,2026-01-04T23:32:09.103000,2026-01-04T23:59:08.907000,NAT,Necessary Action Taken,N,7O09,085XX N I-10 Service Rd,70127,7,POINT (-89.99079487 30.03172621)
A0383926,21,COMPLAINT OTHER,1J,966,DRUG VIOLATIONS,2F,3684844,537771,2026-01-04T22:28:22.327000,,,2026-01-04T22:45:32.387000,NAT,Necessary Action Taken,N,5A04,N Robertson St & Elysian Fields Av,70117,5,POINT (-90.05729104 29.97258261)
A0384026,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,3684786,534076,2026-01-04T22:31:06.737000,,,2026-01-04T22:31:06.737000,NAT,Necessary Action Taken,N,8F01,021XX Decatur St,70116,8,POINT (-90.0576034 29.96242594)
A0502126,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3666766,518768,2026-01-06T02:26:24.427000,,2026-01-06T02:26:24.427000,2026-01-06T02:38:11.470000,NAT,Necessary Action Taken,Y,2B04,Magazine St & Jefferson Av,70115,2,POINT (-90.11502154 29.92087211)
A0384226,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,3682683,530925,2026-01-04T22:32:35.260000,,,2026-01-04T22:32:35.260000,NAT,Necessary Action Taken,N,8B02,003XX Conti St,70130,8,POINT (-90.06435301 29.95382446)
A0384326,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,3704048,519988,2026-01-04T22:33:01.750000,,,2026-01-04T22:33:01.750000,NAT,Necessary Action Taken,N,4D04,054XX Rhodes Av,70131,4,POINT (-89.99729384 29.9230832)
A0502226,21N,NOISE COMPLAINT,1F,21N,NOISE COMPLAINT,1F,3688249,536132,2026-01-06T02:26:45.670000,,,2026-01-06T03:18:33.073000,NAT,Necessary Action Taken,N,5C02,029XX St Claude Av,70117,5,POINT (-90.04659505 29.9679712)
A0384526,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,3682683,530925,2026-01-04T22:34:39.507000,,,2026-01-04T22:34:39.507000,NAT,Necessary Action Taken,N,8B02,003XX Conti St,70130,8,POINT (-90.06435301 29.95382446)
A0384626,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,3682683,530925,2026-01-04T22:36:18.753000,,,2026-01-04T22:36:18.753000,NAT,Necessary Action Taken,N,8B02,003XX Conti St,70130,8,POINT (-90.06435301 29.95382446)
A0384726,18,TRAFFIC INCIDENT,1J,18,TRAFFIC INCIDENT,1J,3666577,533374,2026-01-04T22:38:00.910000,,2026-01-04T22:38:00.910000,2026-01-04T22:54:46.290000,NAT,Necessary Action Taken,Y,2T03,S Carrollton A & Earhart Blvd,70118,2,POINT (-90.11512656 29.96103853)
A0384826,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,3682555,522125,2026-01-04T22:38:17.700000,,,2026-01-04T22:38:17.700000,NAT,Necessary Action Taken,N,6B04,S Peters St & Market St,70130,6,POINT (-90.06506576 29.92963218)
A0384926,94,DISCHARGING FIREARM,2D,94S,SHOTSPOTTER- REPORTED GUNSHOTS,2B,3689883,541918,2026-01-04T22:38:58.407000,2026-01-04T22:43:34.387000,2026-01-04T22:49:18.490000,2026-01-04T23:52:36.950000,RTF,REPORT TO FOLLOW,N,5M02,026XX Blk Montegut St,70117,5,POINT (-90.04122723 29.98382992)
A0385026,94S,SHOTSPOTTER- REPORTED GUNSHOTS,2B,94S,SHOTSPOTTER- REPORTED GUNSHOTS,2B,3689855,541860,2026-01-04T22:39:18.510000,,,2026-01-04T22:46:45.980000,DUP,DUPLICATE,N,5M02,Approx Loc:2604 Montegut St,70117,5,POINT (-90.04131905 29.98367253)
A0385126,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,3682555,522125,2026-01-04T22:40:07.823000,,,2026-01-04T22:40:07.823000,NAT,Necessary Action Taken,N,6B04,S Peters St & Market St,70130,6,POINT (-90.06506576 29.92963218)
A0385226,21,COMPLAINT OTHER,1J,18A,ABANDONED VEHICLE,1J,3675479,522278,2026-01-04T22:40:40.020000,,,2026-01-04T22:42:41.363000,VOI,VOID,N,6Q05,St Charles Av & 6th St,70115,6,POINT (-90.08739977 29.93026739)
A0385326,18,TRAFFIC INCIDENT,1J,18,TRAFFIC INCIDENT,1J,3691198,522559,2026-01-04T22:42:39.147000,,2026-01-04T22:42:39.147000,2026-01-04T23:53:45.887000,NAT,Necessary Action Taken,Y,4B03,General De Gaulle Dr & Behrman Av,70114,4,POINT (-90.03776697 29.9305591)
A0385426,52,SIMPLE ARSON,2,NOPD,INCIDENT REQUESTED BY ANOTHER AGENCY,2A,3672344,527360,2026-01-04T22:43:53.637000,2026-01-04T22:47:02.343000,2026-01-04T22:49:38.723000,2026-01-04T23:16:56.720000,NAT,Necessary Action Taken,N,6K01,031XX Toledano St,70125,6,POINT (-90.09712188 29.94433323)
A0502326,56,SIMPLE CRIMINAL DAMAGE,1F,35D,SIMPLE BATTERY DOMESTIC,2C,3689734,528505,2026-01-06T02:27:52.993000,2026-01-06T02:28:44.697000,2026-01-06T02:39:29.137000,2026-01-06T04:47:19.817000,RTF,REPORT TO FOLLOW,N,4G04,008XX Le Boeuf St,70114,4,POINT (-90.0421775 29.94695347)
